"R0000100","R0047010","R0263710","R0446810","R0702510","R0945610","R1256010","R1650810","R1923410","R2318210","R2526010","R2925010","R3127800","R3523500","R3728500","R4416800","R5079800","R5165200","R6478000","R7005700","R7702900","R8495200","T0986800"
228,-4,-4,-5,58,250,1000,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,425,-4,-4,515,400,515
229,-4,312,-4,-4,450,350,550,712,714,975,1020,500,435,-4,-4,-4,350,1700,1100,1250,-4,-4
230,-4,-4,-4,350,-4,-4,625,400,350,625,580,675,841,817,950,1010,1324,1282,1672,1453,2051,1923
231,932,525,598,626,651,730,822,848,873,918,955,1019,-4,-4,1500,1500,-4,735,1426,1632,1907,2100
232,64,300,-4,-4,1430,649,745,817,894,1788,2403,1,2972,1453,1373,-4,1177,1209,1538,1705,1778,2043
233,240,200,265,225,625,350,437,600,650,900,700,555,700,1040,1130,1285,1390,1465,1540,2125,1725,1875
234,-4,265,330,390,350,-4,335,446,566,500,-5,475,773,360,586,-4,423,-5,311,1033,-5,1035
235,-4,310,410,425,440,425,425,425,425,913,1311,1550,1600,1826,1699,2012,2012,2459,2884,3365,3846,2756
236,-4,350,-4,335,335,385,500,650,685,690,735,854,937,950,961,1000,1250,1610,1682,1877,1538,1682
237,-4,-4,-4,-4,500,400,427,419,629,865,705,-4,-4,400,-4,-4,-4,-4,-4,-4,-4,-4
238,-4,250,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
239,-4,321,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,525,770
240,250,-4,345,500,-4,-4,416,488,361,800,961,1166,700,818,857,600,1250,961,1923,320,1220,1300
241,133,111,-4,330,300,500,600,1200,785,500,750,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
242,300,361,454,600,648,581,581,1461,528,575,686,540,560,625,819,977,1442,1682,2308,2564,2942,3605
243,591,833,673,673,721,721,781,778,841,1051,1562,1222,1188,1403,1559,1752,1752,2043,2274,2296,3605,4548
244,1100,-4,-4,100,150,166,200,350,360,764,883,970,973,1000,1039,1100,1039,526,361,700,800,857
245,-4,-4,-4,365,510,686,625,705,714,805,850,1005,1068,1105,1105,1150,1250,1500,1985,1985,2045,2147
246,-4,-4,-4,400,400,375,479,400,398,666,600,1785,1442,1373,1373,1000,-4,-5,-5,-5,-5,-5
247,290,510,342,316,1750,425,400,550,700,1192,1083,1067,1171,1394,1398,1192,1653,1730,2132,2071,2612,2532
248,-4,450,-4,-4,328,333,750,800,727,400,372,750,600,650,900,950,1000,833,1100,800,-4,725
249,-4,-4,340,333,-4,-4,-4,-4,-4,-4,450,450,857,826,817,1006,1077,1240,625,650,-4,-4
250,350,427,-5,-5,-5,-5,-5,-5,-5,625,666,400,375,-4,-4,425,-4,-4,-4,-4,-4,-4
251,-4,-5,-4,350,350,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-5,1000,-4,-4,-4
252,-4,-5,-4,350,300,260,346,303,437,416,505,360,525,550,-4,-4,-4,-4,650,700,700,800
253,50,-4,-4,-4,-4,-4,-4,-4,400,781,700,700,700,398,461,500,673,710,790,965,-4,-4
254,290,350,335,335,345,100,466,814,822,929,929,1061,1021,1214,1100,1074,1127,1140,1442,1302,1067,1300
255,-4,310,345,410,360,490,515,535,560,617,650,728,718,750,775,818,860,700,-4,-4,-4,-4
256,290,-4,-4,-4,357,370,425,83,552,833,763,864,900,912,1002,1200,655,1150,1250,1300,1121,1350
257,185,125,500,286,350,-5,-5,-5,-5,201,800,380,850,879,625,875,720,900,228,1000,1041,335
258,415,-4,-4,125,345,125,-4,214,150,-4,-4,500,500,581,750,800,716,802,929,1025,-4,-4
259,747,810,886,1009,1025,590,639,660,745,850,850,1055,1088,1088,706,675,699,1000,1193,43,230,1280
260,-4,310,395,892,1000,1095,1190,36,1068,1450,1550,1586,1778,1778,1785,1900,1923,2115,2163,2307,2166,2692
261,-4,320,385,500,455,485,515,600,800,961,961,1105,1105,1346,1260,1442,1538,1730,2884,-4,2991,-4
262,234,315,250,425,485,600,625,655,619,600,-5,1000,1028,1201,1153,1300,1370,1400,-5,-5,-5,-5
263,-4,325,400,612,783,769,774,846,700,822,1000,919,1100,1100,-5,-5,-5,-5,-5,-5,-5,-5
264,857,1000,-5,901,969,571,906,-5,769,600,1250,1346,1538,1394,897,1162,1346,1105,-5,-5,-5,-5
265,-4,-4,-4,-4,380,450,400,500,550,550,944,1201,1400,1400,-4,-4,-4,-4,-4,-4,-4,-4
266,-4,385,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
267,-4,400,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
268,290,-4,378,670,900,600,600,568,350,500,650,650,650,700,915,1140,1575,600,-5,600,-4,-4
269,-4,-4,400,817,807,846,1009,1294,1923,2115,115,2692,2923,3538,3240,3538,6923,6923,8547,8653,9615,7692
270,325,-4,-4,333,488,531,626,913,934,-5,-5,-5,-5,1275,1490,1366,1802,1537,-5,-5,-5,-5
271,100,100,125,125,335,350,507,532,560,496,512,-4,403,427,-5,475,824,683,-5,-5,-5,-5
272,290,372,400,497,214,450,542,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
273,-4,-4,425,576,500,812,875,812,1100,1225,1442,1442,1442,1826,2083,1923,10000,2692,2888,1615,1814,1733
274,250,572,-4,432,528,550,485,335,625,1087,1236,1301,2900,1346,1506,1551,1586,1687,1723,1885,2029,2216
275,125,335,395,350,420,586,681,740,809,891,1038,975,1232,1467,1594,1217,1420,1495,-4,-4,1463,2350
276,350,-4,500,421,500,800,468,475,855,450,473,550,1039,1039,1039,1379,1012,800,925,1075,-5,-5
277,325,324,375,566,714,676,475,500,516,542,432,480,480,604,801,883,989,800,961,1000,-5,1100
278,-4,310,400,400,429,642,513,900,365,1166,921,641,1000,1000,875,187,300,961,-4,600,271,-4
279,-4,-4,550,277,600,536,384,976,755,1230,-4,1452,1495,1346,1346,1519,1816,1777,4617,1987,2403,1904
280,232,-4,363,250,423,556,610,576,854,813,-5,-5,-5,1538,1275,1353,-5,-5,-5,-5,-5,-5
281,301,263,250,-4,335,675,730,817,961,1274,1350,1709,2026,2051,2299,2621,2692,3076,3335,3685,3725,4230
282,-4,100,340,335,335,-4,335,500,600,725,732,1384,1538,1500,-4,-4,1700,515,642,715,690,5
283,895,-4,289,500,425,300,605,861,1105,1340,1400,1538,1551,1337,1700,1693,1740,1875,1899,4807,2195,2370
284,500,525,525,562,-4,-4,300,500,1145,1068,1099,1153,1250,1000,1300,1270,1236,2075,2800,3100,3750,3300
285,290,289,210,435,475,566,515,600,547,650,9000,651,750,714,850,925,1000,1030,1075,737,1416,920
286,-4,-4,-4,-4,345,335,355,360,625,475,1300,1000,1030,1045,1158,1266,1618,1671,1900,2123,2250,2573
287,335,-4,-4,-4,-4,437,458,331,605,649,845,915,945,970,970,1010,1050,1105,1222,1304,1409,1475
288,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,575,700,870,765,765
289,-4,-4,340,266,-4,-4,-4,-4,-4,-4,-4,-4,-4,475,625,775,535,600,675,800,937,937
290,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,558,500,500,500,500,475,575,700,780,800,820
291,-4,-4,-4,250,161,335,64,335,-4,-4,500,400,-4,144,104,64,500,500,400,144,-4,850
292,-4,528,617,673,721,721,53,657,714,1201,1086,517,-4,1250,-4,-4,1850,2000,668,1383,16,18
293,390,532,752,-4,881,400,1033,1153,1237,1050,585,1125,1274,1346,500,525,550,697,975,1009,1129,1947
294,290,312,769,625,600,700,-5,-5,-5,400,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,8,5
295,-4,228,-4,-4,-4,450,-4,500,530,750,800,-5,1050,1075,-5,-5,-5,-5,-5,-5,-5,-5
296,400,310,-4,403,500,673,-5,-5,1120,1148,1212,1265,1430,1505,1500,1550,1923,2307,2165,2320,2460,1600
297,-4,152,500,500,500,800,766,1000,1000,2500,2631,2000,1500,1739,2000,5600,1300,1428,1900,-4,1602,961
298,-4,-4,-4,-4,365,355,384,384,611,662,-5,827,870,915,1002,1035,1250,1480,1625,-5,-5,-5
299,-4,-4,-4,-4,388,395,425,475,500,425,450,600,500,550,-4,700,-4,-5,961,-5,750,1200
300,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-5,-4,-4,-5,-4,-4,-5,-5,625,-5,-5,1000
301,-4,-4,-4,-4,-4,-4,-4,-4,460,635,1000,1062,1075,1175,1129,1175,1400,1037,1153,1230,1517,1682
302,-4,-4,-4,250,257,350,322,350,500,530,797,832,862,936,769,335,800,1000,1097,1197,1197,-4
303,-4,-4,-4,-4,-4,-4,-4,450,575,489,700,810,835,835,915,1095,1035,1115,1300,1400,1442,1512
304,-4,-4,-4,-4,-4,-4,-4,-4,-4,60000,600,-4,-4,-4,-4,-4,-4,575,675,620,680,650
305,-4,-4,-4,240,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1538,1730,1610,1532
306,290,-4,-4,328,313,350,378,550,550,555,673,650,680,725,1208,1025,1000,1375,1250,923,-5,1200
307,292,375,487,525,550,600,515,625,700,820,1050,950,980,1100,1000,1110,1500,700,900,1180,1115,1200
308,320,430,500,500,450,-4,400,468,625,687,-5,1450,910,1200,1181,1200,923,1500,1500,1500,1500,908
309,430,700,745,1307,925,1000,1223,1314,1398,1000,2173,1950,1590,1713,2115,-4,2250,2403,2350,2719,2913,-5
310,625,320,687,800,800,950,850,800,1250,1250,1250,1201,1562,1442,1442,1250,961,1682,1030,2884,3846,2403
311,-4,-4,-4,450,900,950,1250,1250,1250,1562,1562,1682,1562,1625,1442,7211,1923,1709,1923,1923,1442,2403
312,-4,-4,-4,425,450,-4,200,50,-4,-4,100,-4,911,943,1000,1065,850,1103,1000,1298,1127,1354
313,-4,-4,-4,350,350,375,500,575,666,900,900,1250,1129,1200,1275,1300,845,1590,1590,-5,1765,1830
314,-4,-5,552,-4,-4,468,-4,-4,-5,500,-4,-4,470,-4,437,620,710,650,-5,-5,-5,1211
315,-4,300,325,490,216,550,400,350,450,350,500,-4,-4,3750,-4,-4,1000,2133,500,-4,-4,-4
316,300,-4,335,-4,450,586,350,368,500,865,925,865,1000,1040,961,1130,800,900,1175,1300,1150,645
317,-4,-4,-4,584,625,563,615,642,684,600,675,700,857,919,992,984,944,1161,1298,1150,1150,1211
318,-4,450,380,450,450,500,555,555,650,700,1000,700,1000,807,1007,1300,1250,1400,1500,-4,-5,-5
319,550,-4,-4,800,1215,830,884,1098,-5,993,1258,1600,1800,2100,2000,1250,2596,3076,2909,4651,5968,5800
320,600,639,-4,830,462,335,-5,1055,1661,1442,4000,4615,2472,7500,2403,3205,1471,2256,2060,4326,-4,5128
321,377,400,1333,500,352,425,639,1081,1240,1473,1700,1400,3044,3525,4086,2670,3044,-5,2991,4166,3400,3900
322,350,375,500,510,552,561,613,715,736,673,-4,-4,-4,-4,-4,-4,-4,-4,-4,1453,292,-5
323,450,700,800,1300,1300,1025,1201,1500,13953,1682,1538,2289,1602,1602,1682,1748,1923,2884,3191,-5,-5,3846
324,-4,-4,-4,-4,335,-4,750,-4,666,1100,1200,-4,-4,1250,1250,1200,1400,1500,1500,-4,3950,4200
325,-4,-4,-4,350,321,300,500,750,719,1540,1575,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5
326,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
327,-4,571,-4,-4,875,721,865,865,1000,1050,1373,1217,1350,1442,1538,2307,1346,5769,1192,1075,1367,1400
328,-4,-5,-5,-5,-5,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
329,-4,-4,-4,300,-4,-4,300,550,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
330,310,-4,250,-5,428,470,375,375,-4,300,625,-4,-4,-4,-4,500,805,-5,-5,-5,-5,-5
331,-4,300,-4,166,458,-4,-4,139,-4,-4,-4,650,466,-4,-4,-4,450,575,-4,-4,-4,-4
332,290,315,350,-5,330,475,342,480,400,700,840,890,5882,1201,675,461,800,1000,1083,700,1000,1200
333,562,-4,-4,625,911,841,991,937,1021,1009,1125,1300,1450,1060,1586,1586,1900,2139,2403,2272,2863,3653
334,-4,-4,-4,-4,-4,-4,500,-4,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
335,-4,400,315,575,500,500,625,600,857,961,1039,-4,900,900,1142,-4,1000,1100,1300,721,769,1080
336,-4,-4,-4,-5,500,281,750,-4,-4,-4,-4,-4,-4,-4,-4,913,790,550,675,1350,-5,-5
337,300,-4,-4,-4,-4,-4,752,400,281,416,333,750,833,1111,480,6111,1057,900,-4,-4,38,865
338,333,-4,-4,-4,-4,696,769,769,934,987,1003,875,734,1191,1373,1400,2325,1346,1700,1535,1826,2019
339,104,-4,-4,-4,-4,250,125,250,-4,-4,456,425,-4,-4,-4,1000,-4,525,600,840,750,1145
340,-4,-4,-4,-4,-4,-4,440,440,480,375,-4,440,-4,-4,500,-4,366,730,800,800,-5,900
341,-4,437,528,673,740,913,841,937,1009,1250,1322,-5,-4,1802,1802,1947,-5,3365,-5,-5,-5,6105
342,-4,-4,-4,400,250,273,335,1201,1264,1634,1796,1826,1971,2307,2403,2500,2750,2836,3076,3846,3990,4615
343,-4,310,-4,425,625,464,526,437,526,318,384,516,650,625,1000,769,1511,800,432,750,-4,900
344,250,450,500,550,529,928,928,889,937,1200,1200,1200,-4,1125,-4,1125,-4,-4,-4,-4,-4,1600
345,-4,-4,-4,500,325,375,-4,-4,817,-5,-5,-5,-5,819,714,-4,-5,-5,-5,-5,-5,-5
346,-4,-4,290,500,475,625,600,1000,480,667,1108,1335,1428,1291,1602,1648,1538,-4,2100,3000,3846,7000
347,300,-4,445,800,650,675,687,406,961,1009,1000,-4,620,800,565,620,830,850,2087,1923,24,-5
348,500,1000,480,1000,1000,2000,1041,-4,3076,-4,-4,3400,-4,1562,3373,1428,3205,3205,6009,6868,10256,8547
349,450,400,1250,1201,1000,1000,1875,1250,1250,2403,1267,2000,1666,-4,2958,1666,3205,3461,6009,-4,3846,-5
350,-4,250,312,500,666,86,400,900,875,1009,6730,1000,1250,1452,1538,1505,1800,2000,3000,3025,3500,5000
351,420,425,438,506,644,607,700,734,1506,1068,909,1094,1400,1346,1495,1230,8074,841,3571,6993,29,2500
352,-4,345,431,396,630,607,732,860,971,1028,1086,1117,1237,1378,1417,1417,1402,1846,2230,-4,-4,-4
353,550,729,700,913,700,750,769,721,1000,1000,1200,120000,1200,1200,812,1187,1057,1350,600,-4,-5,-5
354,432,495,586,689,625,868,900,1000,1070,1113,1143,1360,-4,1417,-4,-4,-4,735,795,855,915,962
355,-4,-4,-4,335,350,380,600,600,857,910,1000,945,1255,1602,2019,2019,2692,3846,3016,641,5769,4615
356,291,371,-4,342,335,750,385,500,800,1044,1403,1540,1614,1730,1768,1730,2307,1924,1924,2019,2307,2307
357,324,-4,-4,666,775,793,857,888,1068,1145,1326,1444,1333,1442,1041,1482,1762,2596,2884,2604,2804,2804
358,-4,310,-4,425,500,335,290,-5,850,1346,1634,1634,1826,1827,1971,2259,2548,2740,3269,3942,4807,5625
359,-4,-4,230,350,725,335,335,750,750,961,488,1163,1414,1346,1709,1923,2307,2644,2788,3125,2863,3125
360,-4,300,200,400,335,588,87,691,600,-4,436,1394,1490,1875,3750,721,-4,-4,-4,870,1431,1590
361,-4,-4,-4,500,643,804,961,1076,1153,1623,2307,2884,2797,4120,4382,3769,3846,-5,120,-5,-5,-5
362,-4,-4,-4,350,-4,333,351,335,488,551,450,550,525,-4,-4,-4,650,775,850,1081,1010,1100
363,-4,344,335,333,300,400,475,1166,425,600,-4,742,300,-4,-4,-4,500,242,-4,-4,-4,-4
364,500,500,384,450,714,700,807,800,1153,1750,1555,1461,1615,2000,1889,1780,1666,2500,3125,2991,4487,3418
365,300,325,-4,500,450,657,812,817,850,-4,-4,-5,-4,-5,900,-5,-4,-4,900,950,1000,623
366,290,350,326,365,340,335,800,500,940,1076,1206,1346,2857,3846,1923,1627,2403,3125,-5,-5,-5,-5
367,-4,-4,133,400,600,487,587,625,725,1012,1075,1100,1125,1298,1200,1300,1375,1538,1900,2179,2596,2564
368,-4,-4,-4,301,-4,495,525,708,833,941,717,740,713,1064,1250,1214,1019,914,1098,1493,1971,-5
369,-4,-4,350,602,505,625,805,913,889,1057,1153,1442,1250,1250,1634,1973,1778,-4,-4,1500,1500,1500
370,-4,-4,-4,400,600,824,824,985,1346,1282,1586,1923,1754,1826,1923,2136,721,437,-4,-4,721,961
371,300,350,500,525,850,-5,-5,913,775,1050,1050,-4,575,525,-4,-4,1200,-5,-5,-5,-5,-5
372,-4,375,435,400,600,641,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
373,-4,-5,-4,444,490,500,500,562,2937,-5,950,-4,-4,730,755,733,1000,1062,1100,1100,1135,1104
374,-4,325,-4,440,469,400,-4,-4,-4,-4,-4,850,-4,625,1111,600,1100,1442,1440,1600,1750,-5
375,385,577,-4,1062,500,520,-4,769,981,-5,800,6,1222,1100,1100,2400,1333,1200,1425,850,1300,1272
376,-4,-4,807,723,792,842,1000,1350,1320,1500,1540,169500,1650,1756,1770,1820,1920,2000,2125,1522,17,20
377,265,335,-4,241,290,258,475,-4,-4,524,750,-4,625,-4,-4,-4,-4,-4,-4,384,500,769
378,250,400,-4,450,-4,355,700,650,575,850,950,950,1000,1025,1000,1000,1050,1100,833,307,144,-4
379,-4,-4,-4,535,-4,-4,-4,-4,-4,-4,-4,600,600,550,-4,-5,-4,-4,-5,500,523,156
380,-4,-4,-4,500,875,1333,1000,920,937,-4,-4,700,1200,1000,1000,666,1200,-4,725,666,600,900
381,375,528,673,989,1154,1153,1483,1417,1813,1648,1581,1923,1923,1978,2197,2014,2163,2777,2980,52564,5288,4807
382,-4,310,437,432,-4,-4,-4,472,870,1032,1100,-4,1236,1291,1129,700,900,-5,-5,1370,1326,1345
383,320,504,487,647,700,769,841,1105,1201,1153,1288,-5,-4,833,-5,-5,-5,1745,-5,-5,-5,-5
384,-4,-4,-4,633,641,762,1053,1041,1327,1602,1831,1831,1831,2060,2023,1923,-5,-5,-5,-5,-5,-5
385,290,325,395,467,566,597,675,701,702,854,841,945,1081,37209,1283,1257,1559,1689,1778,1923,1949,2100
386,-4,310,385,494,504,769,906,771,807,1071,1321,857,830,1326,1517,1351,1490,1703,2012,4571,2364,2428
387,-4,-4,-4,335,-4,42,64,435,466,437,625,47500,528,505,505,505,600,600,550,1050,-4,-4
388,290,-4,-4,-4,-4,720,850,1168,1009,1048,1348,-4,-4,-4,-4,1752,600,1920,2100,3000,3439,3270
389,1153,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,919,959,913,950,1024,-5,-5,-5,-5
390,-4,-4,-4,252,-4,-4,-4,360,355,-4,400,-4,-4,-4,-4,-4,425,525,-4,-4,-5,-5
391,-4,-4,-4,308,-4,133,83,-4,-4,525,400,685,710,765,812,1010,1065,1110,1175,-5,1200,1290
392,525,725,801,961,1058,1111,1146,1300,1400,1400,1450,1714,1550,1550,1600,1600,1842,1725,2264,1923,1636,2050
393,-4,400,440,500,645,700,660,1100,1100,1200,1350,1400,1500,1500,1550,1625,1700,1830,2521,2500,2342,2958
394,264,315,-4,-4,749,-4,879,575,-4,-4,-4,500,-4,-4,-4,650,500,-5,-5,-5,-4,-4
395,-4,-4,-4,-4,-4,-4,-4,385,550,-4,500,-4,-4,-4,375,-4,440,560,-4,465,-4,-4
396,-4,-4,-4,343,219,382,531,937,625,425,625,872,700,725,600,770,909,1000,1100,1025,1100,1100
397,-4,-4,-4,-4,-4,31,-4,-4,-4,-4,475,-4,-4,-4,-4,-4,-4,475,575,-4,-4,-4
398,750,642,765,835,865,865,865,-5,1028,981,1091,-4,-4,-4,-4,-4,-4,700,-4,-4,-4,-5
399,300,445,560,600,775,-4,721,825,833,-4,-4,2788,-4,1108,92,1648,592,1923,2333,2182,23,2307
400,-4,-4,-4,240,583,1150,1267,1645,1630,1852,1977,2090,2086,2403,2644,2644,2692,3269,3586,3966,4182,387
401,-4,-4,-4,402,-4,-4,177,675,700,180,800,866,1700,1250,1900,290,703,290,1075,681,1075,1150
402,400,424,-4,400,-4,500,500,550,562,600,558,670,700,18000,-4,-4,-4,-4,-4,-4,-4,875
403,300,350,400,450,-4,335,580,684,870,850,600,690,730,710,445,440,600,650,600,-4,-4,-4
404,-4,-4,500,555,575,250,500,500,550,650,700,750,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
405,335,375,425,475,550,575,666,678,550,928,400,714,625,10000,1041,475,550,670,856,1250,1205,1280
406,-4,333,166,314,423,565,705,730,785,900,927,955,970,1030,1140,1140,640,725,1300,1625,1674,1724
407,177,360,350,325,-4,365,438,701,652,678,850,956,1000,1048,1085,1282,1538,1225,1260,2478,2884,3413
408,325,533,576,543,720,1510,1621,1640,1545,1765,1760,1915,2017,1985,2150,2239,2219,2414,2600,2879,3365,3209
409,-4,-4,430,750,460,581,1050,800,1250,1196,1402,2235,2459,2459,2459,2884,3141,3346,-4,4807,4273,10961
410,-4,-4,-4,-4,432,642,730,811,1025,1201,1150,1201,1315,1240,1252,1240,750,950,1066,1196,1244,1275
411,181,583,460,525,800,700,1000,1074,-4,900,-4,490,700,750,-4,-4,1166,659,2500,1600,1200,1100
412,300,500,-4,335,909,-4,-4,-4,-4,1000,1500,-4,-4,737,-4,1500,1025,1100,1298,1562,1682,-4
413,-4,400,450,473,529,559,1000,1068,1196,1100,860,1127,1403,1267,1267,1452,400,-5,-5,-5,-5,-5
414,-4,-4,222,240,400,400,400,500,550,285,214,-4,-4,312,600,600,3500,650,611,961,960,1010
415,290,312,400,375,150,533,625,600,700,900,-5,1671,1000,1200,1300,1200,1400,1600,1900,2136,2200,2692
416,722,833,1000,800,850,950,950,1000,320,-4,-4,-4,-4,-4,-4,-4,-4,-4,1000,-4,-4,-4
417,455,500,625,437,541,726,745,550,1068,1307,1346,1342,1423,1538,1415,1153,1100,1442,1923,1923,2000,2200
418,-4,-4,240,350,416,476,600,500,625,500,500,500,576,389,769,687,900,745,951,1125,1257,1313
419,-4,-4,-5,335,375,415,600,615,650,900,500,666,800,800,800,800,980,1070,1165,1290,1435,1295
420,200,-4,-4,335,360,380,400,415,600,-4,-4,-4,-4,-5,-4,-4,3400,1200,1192,1285,1500,697
421,275,-4,923,930,-5,961,312,894,1115,1321,1495,1880,1730,1730,2163,1965,2393,-5,2769,3216,3496,-5
422,800,600,413,384,491,500,500,500,600,1331,1500,1533,1241,1875,1923,1800,2133,2363,2363,3205,721,1627
423,-4,800,36,450,445,425,267,1250,1346,-4,-4,1282,887,917,5769,288,1692,1923,1602,3245,-5,-5
424,673,750,918,1322,1442,1250,159,1353,1434,1562,8300,2115,1735,2019,2037,1900,2750,2500,3953,2403,2403,2605
425,-4,-4,-4,-4,-4,-4,166,125,-4,406,500,540,687,750,900,900,900,600,958,1197,1322,1393
426,750,1153,1160,89,1166,1500,1121,1750,1709,1923,1500,1121,2000,2700,3500,2000,2884,1571,2400,-5,1285,3605
427,432,-5,-5,-5,-5,-5,730,-5,183,1290,-5,-5,872,-5,-5,-5,2252,-5,-5,-5,-5,-5
428,395,428,339,450,475,-4,-4,-4,-4,200,200,-4,1000,1000,700,1000,1200,1200,-5,-5,-5,-5
429,-4,-4,-4,721,938,1057,-5,1538,1846,2857,-4,2115,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5
430,-4,-4,-4,1050,333,465,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5
431,378,-5,345,400,649,701,793,879,937,1057,1105,1153,1163,1309,1398,1227,808,1279,1837,961,1532,1510
432,400,368,-4,335,450,355,342,415,465,700,700,700,800,666,1000,1385,1200,1750,-5,-5,-5,1100
433,290,335,425,375,445,450,528,505,530,700,600,650,650,610,600,650,800,1000,900,-5,750,1035
434,333,-4,-4,380,437,775,950,913,1125,1090,1062,1105,1442,1300,1682,1682,1586,1706,1923,1800,2355,1976
435,-4,425,500,600,643,-5,460,800,800,950,990,1111,1194,1252,1450,1533,1609,2740,2024,2086,-5,-5
436,-4,-4,350,400,375,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,500,535,576,-4,-4
437,395,450,530,585,615,630,630,650,680,740,740,790,790,790,790,790,820,855,905,925,1090,1204
438,200,157,-4,-4,-4,444,530,350,375,535,637,682,625,750,775,775,888,1027,841,1002,1158,1183
439,290,-4,-4,400,-4,290,370,960,1120,1500,1500,1800,1960,2297,2000,2243,2100,2125,2125,2510,2960,3300
440,366,411,665,720,752,879,912,950,933,1077,1155,928,1600,1581,1666,-5,-5,-5,-5,-5,-5,-5
441,-4,315,365,385,472,500,395,830,572,837,1186,1172,1625,1345,1298,1375,1400,1500,641,-4,769,-5
442,-4,-4,250,375,-4,56,300,400,400,450,425,500,600,625,625,625,700,728,983,1088,1156,1187
443,-4,-4,305,-4,-4,-4,-4,400,500,525,550,650,685,257,817,817,846,1000,1565,1749,1865,2020
444,-4,-4,-4,375,400,-4,611,615,714,581,512,600,520,225,1250,2180,675,-4,900,1442,725,800
445,-4,-4,-4,335,313,350,166,350,650,3750,3571,550,666,1291,721,1627,1495,1730,1282,2097,1837,1923
446,425,-4,378,-4,301,435,450,-4,-4,465,-4,-4,-4,-4,-4,720,1250,-4,1200,523,1434,1800
447,-4,-4,-4,-4,681,547,-4,837,877,1000,1000,1000,1000,-5,-4,1200,-5,-5,1100,1270,1300,1346
448,-4,-4,-4,-4,-4,335,360,350,450,600,675,675,725,725,700,735,815,775,1000,-5,-5,-5
449,450,450,500,500,550,566,550,600,714,612,666,666,571,714,740,1086,1200,1250,1150,1200,1300,1400
450,71,622,375,596,827,636,1000,1428,-5,-5,950,111000,1201,1109,1269,1437,1278,1442,1400,-4,1700,-5
451,120,-4,200,400,333,347,525,575,480,700,900,1048,1083,1000,1153,1040,1095,1195,-5,-5,-5,-5
452,-4,-4,-4,335,335,340,337,412,435,500,600,384,100,625,628,769,441,901,1135,2000,1687,17
453,495,557,600,392,-5,-5,-5,-5,-5,-5,1057,1107,1057,1033,1165,1200,1201,1452,-5,1230,1546,1771
454,305,350,-4,783,1005,945,1023,1000,-4,475,475,1140,961,1298,1201,1694,1269,900,800,800,-5,-5
455,245,265,397,310,335,-4,460,250,11,1250,2300,2500,2600,2700,3000,3000,3500,-4,1388,2777,2777,3333
456,-4,-4,-4,700,625,1057,716,923,1153,1442,966,800,972,-4,1250,840,-4,1162,1709,1702,19,22
457,-4,-4,-4,325,435,528,769,730,900,1346,1223,1423,1162,946,1300,1538,1615,1730,1846,1923,2000,2038
458,550,-4,475,300,-4,355,365,737,877,954,1166,1047,1242,1282,1538,1586,1945,1975,2297,2400,3170,30
459,-4,200,340,350,500,862,845,1317,1282,1437,1450,1442,1634,1628,1762,-4,-4,-4,-4,18,3,16
460,300,342,400,437,500,552,697,673,775,887,940,940,992,1108,1108,1175,1345,1455,1300,1153,1115,1200
461,200,276,376,1200,432,500,1105,1156,1192,1317,1490,1682,1778,1688,1923,1739,1923,2454,2884,721,2403,2905
462,226,265,-4,462,481,604,600,796,845,913,942,1111,1250,1196,1230,1542,1682,1754,1875,2307,2139,1923
