"R0000100","R0046300","R0214700","R0214800","R0263300","R0263400","R0446300","R0702000","R0828000","R0944900","R0945300","R1255300","R1255700","R1650100","R1650500","R1922700","R1923100","R2317500","R2317900","R2525300","R2525700","R2924300","R2924700","R3127000","R3127400","R3522700","R3523100","R3727700","R3728100","R4182000","R4193700","R4587901","R4587903","R5270500","R5270900","R6472100","R6473700","R6591300","R6592900","R7209100","R7209600","R7897500","R7898000","T0137900","T0138400","T1297500","T1298000","T2326000","T2326500","T3308200","T3308700"
6106,-4,2,1,669,310,-4,937,459,858,444,809,468,657,19,448,37,448,274,448,274,-5,-5,448,257,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6107,-4,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,857,468,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6108,-4,2,2,-4,-4,-4,669,444,619,274,619,274,907,355,907,354,907,354,917,354,907,354,417,356,907,354,907,354,907,379,354,907,907,354,907,354,907,229,637,592,9090,4650,6370,5920,6370,730,6370,1220,-5,-5
6109,-4,2,1,858,330,888,888,217,888,43,398,59,888,43,888,55,888,43,77,185,67,43,67,43,888,43,67,43,888,43,43,888,888,43,67,43,0,43,729,130,7290,1300,7290,1300,7290,1300,7290,1300,5570,4700
6110,669,2,1,669,230,-4,669,19,609,274,697,243,609,877,717,253,199,274,698,19,668,243,668,243,668,267,668,267,668,274,274,668,668,274,668,267,668,9,479,15,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6111,628,2,1,-4,-4,839,838,439,838,444,838,444,838,453,728,453,737,449,-4,-4,-4,-4,-3,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,838,453,819,422,8190,4220,8190,4220,8190,4220,8190,4220,8190,4220
6112,-4,2,1,-4,-4,-4,108,856,269,777,669,444,417,804,417,804,417,804,417,883,417,804,417,804,559,856,559,856,559,853,853,559,559,804,-4,-4,-4,-4,-4,-4,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4
6113,-4,2,1,-4,-4,-4,-4,-4,-4,-4,937,889,848,453,927,889,-4,-4,-4,-4,807,453,728,453,559,889,108,569,109,883,883,109,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6114,858,2,2,858,394,669,669,276,669,444,669,444,769,405,777,877,669,444,779,276,779,276,779,747,669,436,669,687,-4,-4,-4,-4,857,443,387,785,0,444,786,412,7860,4120,7860,4120,7860,4130,7860,4130,7860,4130
6115,-4,2,2,-4,-4,-4,777,449,828,319,-4,-4,669,444,669,444,769,405,669,438,669,439,769,407,769,407,769,405,769,405,405,769,858,313,858,379,429,313,-4,-4,8470,4600,-4,-4,-4,-4,8470,4600,8470,4600
6116,917,2,2,917,325,669,927,389,-5,-5,917,315,917,308,917,229,917,734,917,229,917,308,917,308,-5,-5,-5,-5,917,308,-5,-5,917,308,917,213,-5,-5,938,104,9380,1040,-5,-5,-5,-5,-5,-5,-5,-5
6117,-4,2,2,-4,-4,-4,857,468,-5,-5,478,885,748,785,657,453,669,276,669,276,669,435,628,687,628,687,-5,-5,-5,-5,276,669,669,276,728,453,628,877,898,451,8980,4510,8980,4510,1270,9640,1270,9640,1270,9640
6118,887,2,2,878,391,887,878,337,878,337,769,425,917,313,707,313,707,313,917,313,717,313,717,379,707,313,707,313,717,313,379,917,917,197,717,308,717,308,699,526,6990,5260,6990,5260,6990,5260,6990,5260,6990,5260
6119,-4,2,2,669,310,-4,777,449,619,277,669,276,669,276,669,444,677,276,858,453,857,468,879,379,879,379,-4,-4,-4,-4,379,917,609,276,857,436,857,436,786,402,-4,-4,5390,4720,7860,2540,8470,2300,8470,2540
6120,-4,2,2,769,980,-4,677,276,858,389,677,276,-4,-4,-4,-4,867,319,887,313,729,313,718,313,709,313,-4,-4,-4,-4,313,718,609,274,657,243,657,243,689,12,6890,20,6890,20,-4,-4,5170,4700,5170,4700
6121,-4,2,1,-4,-4,69,669,365,749,813,749,469,-5,-5,749,813,67,569,178,876,-3,-3,69,869,479,875,-5,-5,737,449,449,737,737,869,69,869,737,869,-4,-4,-4,-4,6180,9140,7580,9620,7580,9620,7580,9150
6122,-4,2,1,-4,-4,-4,858,453,-4,-4,748,889,69,595,67,567,429,883,417,805,69,865,-3,-3,418,889,418,889,417,883,-5,-5,417,804,-5,-5,417,804,617,913,6170,9130,6170,9130,4770,4760,4770,4760,-5,-5
6123,569,2,1,537,535,-4,527,274,-5,-5,429,19,709,254,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7070,4920,7070,4920,-5,-5
6124,669,2,1,669,914,757,757,505,-5,-5,757,505,609,505,609,505,609,505,907,355,907,355,907,354,907,355,907,355,907,355,355,907,907,355,907,355,907,355,637,555,6370,5550,6370,5550,6370,5550,6370,5550,6370,5550
6125,-4,2,1,669,912,-4,448,315,747,424,889,376,339,558,339,389,207,19,897,65,227,64,227,59,227,229,747,185,888,235,64,738,738,64,739,64,739,43,339,130,4170,150,7380,430,7380,130,9570,430,9570,430
6126,-4,2,2,748,394,769,-4,-4,809,315,619,274,-5,-5,-5,-5,168,315,749,276,849,319,-4,-4,697,319,-4,-4,839,447,447,839,769,467,887,19,669,813,868,935,8680,9350,-4,-4,-4,-4,8180,4600,8180,4600
6127,-4,2,1,-4,-4,-4,-4,-4,849,335,849,335,197,877,839,446,-4,-4,-4,-4,-4,-4,937,379,-4,-4,-4,-4,-4,-4,-4,-4,917,453,917,379,-4,-4,909,432,7770,4250,1680,8320,1680,620,1680,620,1680,620
6128,769,2,1,-4,-4,-4,-4,-4,-4,-4,927,889,788,457,408,808,788,19,787,456,788,457,408,808,408,808,408,808,408,808,808,408,408,808,408,808,478,804,779,913,7790,9130,7790,9130,7790,9130,7790,9150,7790,9150
6129,787,2,2,-4,-4,787,787,458,787,458,787,458,787,458,787,458,787,458,787,458,787,458,787,458,787,458,787,458,787,458,458,787,787,458,787,458,787,458,898,451,-4,-4,8980,4510,8980,4510,8980,4510,-5,-5
6130,887,2,2,669,915,707,677,64,677,229,338,229,338,229,338,229,338,229,338,229,338,229,338,64,338,229,338,64,338,64,13,338,338,19,338,13,338,19,647,43,6470,430,9990,40,6470,40,6470,710,6470,710
6131,-4,2,1,648,764,-4,559,365,639,887,759,587,798,189,127,805,477,804,-5,-5,937,417,937,417,937,418,937,418,937,418,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,6170,9130,-5,-5,-5,-5,-5,-5
6132,-4,2,2,669,915,838,838,313,858,313,858,389,858,313,858,313,858,315,858,313,858,313,858,313,858,313,858,134,858,313,64,858,858,64,858,308,858,308,787,581,7870,5800,9990,5810,7870,5810,7870,5810,7870,5930
6133,-4,2,1,728,902,69,777,444,777,453,-5,-5,777,444,669,437,669,437,669,436,298,436,669,436,669,436,777,436,669,436,436,669,-5,-5,669,433,669,433,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6134,669,2,2,-4,-4,669,-4,-4,628,276,-5,-5,638,243,637,243,677,276,677,276,677,276,677,276,677,276,677,276,677,276,276,677,677,276,698,96,698,96,-5,-5,5070,3650,5070,3650,5070,3650,5070,3650,5070,3650
6135,-4,2,1,-4,-4,669,867,573,728,453,777,449,639,887,-5,-5,-5,-5,639,514,639,759,639,759,639,514,639,579,639,514,514,639,639,514,757,759,639,759,-5,-5,8770,7610,1370,8810,6290,8810,6290,8810,3570,6420
6136,-4,2,1,-4,-4,-4,-4,-4,678,877,678,276,678,365,747,426,677,877,69,599,417,579,69,869,289,889,628,877,897,889,999,999,69,19,-5,-5,-4,-4,868,414,-4,-4,7860,4550,7860,4550,7860,4550,7860,4550
6137,-4,2,1,-4,-4,669,917,584,-4,-4,-4,-4,669,444,67,869,858,453,69,599,69,599,777,449,857,468,749,887,857,156,566,667,669,436,268,889,307,749,167,846,8680,4020,8370,9140,8370,9140,8370,9140,8370,9140
6138,-4,2,1,-4,-4,757,639,759,757,579,-5,-5,749,514,757,759,639,514,757,514,757,759,757,514,757,514,757,579,757,759,759,757,757,514,-5,-5,-5,-5,877,715,4670,7150,4670,7150,8770,7200,8770,7200,4670,7200
6139,-4,2,2,-4,-4,-4,-4,-4,-4,-4,917,345,628,877,738,308,739,389,917,5,927,313,917,313,917,6,917,19,917,389,389,917,917,486,917,5,-5,-5,948,71,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6140,769,2,1,-4,-4,-4,757,514,788,579,639,505,639,505,639,887,639,469,639,885,639,804,667,785,529,805,209,804,529,806,806,529,418,856,418,856,527,889,447,562,4470,5620,9990,9620,4470,9620,4970,4720,4970,4720
6141,-4,2,1,-4,-4,747,747,424,747,426,747,424,748,424,747,426,417,547,649,505,68,505,67,507,718,453,718,453,718,453,453,718,718,453,-5,-5,408,507,618,721,6180,7210,-5,-5,-5,-5,-5,-5,-5,-5
6142,-3,2,1,418,381,417,-5,-5,-5,-5,907,355,528,365,587,806,-5,-5,-5,-5,-5,-5,208,348,748,315,748,19,748,19,804,417,769,889,-5,-5,779,805,907,913,9070,9130,-5,-5,4670,8740,4670,8740,8660,5300
6143,-4,2,1,-4,-4,-4,728,453,-4,-4,67,889,67,869,67,596,467,496,19,486,-4,-4,757,505,757,505,-4,-4,-4,-4,-4,-4,-4,-4,647,885,647,885,-4,-4,-4,-4,5090,7200,-4,-4,5090,7200,5090,7200
6144,-4,2,1,-4,-4,-4,-4,-4,-4,-4,658,365,69,869,757,505,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,9990,9990,-5,-5,9990,9990,9990,9990
6145,-4,2,1,-4,-4,769,728,453,-4,-4,338,889,877,453,877,453,857,453,68,486,858,453,858,453,858,469,728,453,-4,-4,453,878,848,453,-5,-5,19,486,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4
6146,858,2,2,-4,-4,-4,857,468,857,387,857,387,867,155,867,155,857,387,748,356,748,356,857,155,857,155,739,23,717,339,356,748,339,356,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6147,669,2,1,-5,-5,-5,-5,-5,-5,-5,-4,-4,-5,-5,-5,-5,-5,-5,69,889,777,443,-5,-5,-5,-5,-5,-5,-5,-5,437,669,757,505,-4,-4,-5,-5,-4,-4,7070,4130,7070,4130,7070,4130,7070,4130,-5,-5
6148,-4,2,1,-5,-5,-5,-5,-5,809,575,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,339,873,-5,-5,-5,-5,-5,-5,-5,-5,734,338,-4,-4,-5,-5,-5,-5,758,425,-5,-5,6170,9130,6180,9120,6180,9120,7790,9130
6149,-4,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,69,588,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6150,-4,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,449,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,669,276,728,453,728,453,758,962,8380,3920,8380,3920,8380,3920,8380,3920,8380,3920
6151,717,2,2,717,325,717,717,525,-5,-5,717,308,-4,-4,-4,-4,628,444,628,877,-5,-5,-5,-5,-5,-5,628,438,-4,-4,-4,-4,-4,-4,878,379,798,319,859,540,8380,4220,-4,-4,-4,-4,8380,4220,-5,-5
6152,628,2,2,917,321,-4,917,389,858,313,858,313,917,313,857,313,867,315,887,389,868,389,887,313,887,313,339,19,867,389,389,867,867,37,857,14,857,14,789,586,7890,5860,7890,5860,7390,5210,9590,5210,9570,5210
6153,-4,2,1,-4,-4,-4,-4,-4,749,887,69,889,-3,-3,-4,-4,-4,-4,-4,-4,728,453,937,883,927,453,-2,-2,-4,-4,-4,-4,677,274,628,877,69,595,917,560,6170,7610,-5,-5,-4,-4,6170,7610,8660,7340
6154,-4,2,2,-4,-4,748,69,453,718,459,809,459,809,453,809,453,809,453,809,389,748,389,718,449,718,453,809,453,748,453,453,748,748,889,748,459,748,459,778,413,7780,4130,7780,4130,7780,4130,7780,4130,7780,4130
6155,417,2,1,698,762,738,897,365,588,19,417,889,897,883,628,444,748,444,638,19,777,439,777,19,777,444,777,444,669,435,436,777,777,436,777,436,777,436,547,913,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6156,-4,2,1,-4,-4,-4,417,883,879,883,-5,-5,-5,-5,839,453,429,883,639,805,639,887,639,809,-5,-5,749,547,639,514,887,639,69,869,69,869,478,875,779,913,-5,-5,-4,-4,-4,-4,-5,-5,6190,9120
6157,-4,2,1,879,305,508,798,23,889,23,889,23,798,23,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6158,-4,2,2,697,280,-4,917,313,917,313,617,19,697,365,718,19,748,315,718,19,718,19,718,19,718,19,687,257,897,313,337,718,849,313,849,313,849,313,707,570,7270,5700,7270,5700,7270,5700,7270,5700,7270,5700
6159,-4,2,2,-4,-4,-4,-4,-4,858,223,858,379,697,274,707,383,907,308,907,307,907,307,907,354,907,354,907,354,907,354,354,907,907,356,907,354,907,229,809,102,9480,5260,9990,1020,9480,1020,9480,1020,9480,1020
6160,917,2,2,917,395,917,917,335,917,389,927,418,927,418,927,418,927,418,927,418,927,36,927,36,927,418,937,36,937,414,414,927,927,19,927,418,927,418,947,385,9470,3850,9470,3850,9470,3850,9470,3850,9470,3850
6161,-4,2,2,-4,-4,-4,677,276,728,453,669,438,338,777,917,446,848,447,669,276,747,426,-4,-4,669,276,299,785,669,276,-3,-4,669,435,669,444,777,449,538,472,5380,4720,-4,-4,7680,3920,7680,3920,7680,3920
6162,-4,2,1,-4,-4,-4,669,436,669,438,449,339,-5,-5,639,887,748,347,697,889,747,426,-5,-5,-5,-5,709,577,747,575,575,747,747,235,747,213,747,213,768,713,7680,7130,7680,7130,7680,7120,-5,-5,-5,-5
6163,-4,2,2,-4,-4,669,678,276,858,389,917,389,917,313,917,335,838,319,838,303,838,319,838,319,838,379,848,379,838,319,319,838,838,379,838,319,838,319,917,500,9990,5000,9990,5000,7860,5700,7860,5700,7860,2540
6164,-4,2,2,-4,-4,-4,259,313,927,313,927,313,809,313,887,389,878,313,878,313,878,313,878,313,878,313,848,313,878,313,313,878,878,313,878,313,878,313,917,570,4580,1060,9990,5260,4580,1060,9370,5700,9370,5700
6165,-4,2,1,-4,-4,779,779,243,-4,-4,-4,-4,-5,-5,-4,-4,-4,-4,357,389,357,19,828,422,848,446,838,446,838,208,208,838,-5,-5,-5,-5,669,434,-5,-5,-5,-5,8680,3920,-5,-5,8590,4620,8590,4620
6166,648,2,1,609,381,468,468,453,468,453,468,453,469,453,469,889,468,526,469,585,877,176,877,176,877,176,-4,-4,-4,-4,176,877,877,177,877,177,877,177,916,205,9160,2050,9160,2050,9160,2050,9160,2050,9160,2050
6167,-4,2,1,-4,-4,19,718,567,927,567,609,805,67,569,669,439,877,486,877,426,19,486,69,579,769,486,777,436,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6168,769,2,2,-4,-4,-4,858,444,669,437,-4,-4,-4,-4,769,447,669,276,669,438,669,276,669,276,609,276,609,276,609,276,274,657,809,748,669,276,647,376,819,360,5390,5620,9990,4700,8680,4020,8680,4020,8680,4020
6169,-4,2,2,-4,-4,-4,-4,-4,-4,-4,769,405,-4,-4,848,447,798,447,848,447,769,207,839,447,737,447,-5,-5,769,404,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6170,68,2,1,67,421,77,68,869,77,869,77,588,69,588,69,588,67,563,67,588,68,486,69,469,69,588,-4,-4,69,588,588,67,67,588,69,869,69,869,77,426,770,6250,770,6250,770,6250,770,6250,770,6250
6171,858,2,2,858,382,858,858,387,937,156,887,468,707,308,917,424,867,174,867,163,857,163,857,163,857,163,848,174,858,139,-3,-4,-3,174,937,174,927,174,786,201,7860,2010,7860,2010,7860,2010,7860,2010,7860,2010
6172,-4,2,2,669,914,669,917,335,-4,-4,-4,-4,717,337,927,379,737,313,-5,-5,857,14,857,14,857,14,717,23,717,23,178,849,937,179,937,179,937,179,947,211,9470,2110,9470,2110,9470,2110,-5,-5,-5,-5
6173,-4,2,1,-4,-4,669,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,449,577,698,877,804,417,417,804,109,733,109,733,387,896,3870,8960,3870,8960,3870,8960,770,9130,6170,9130
6174,669,2,2,669,914,-4,-4,-4,-4,-4,-4,-4,-4,-4,609,275,609,376,617,889,609,276,777,449,777,449,878,175,838,447,447,838,637,19,637,19,839,15,998,62,8290,620,8290,620,8290,3600,9170,2340,9170,2340
6175,769,2,2,-4,-4,-4,-4,-4,-4,-4,769,405,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,453,809,839,447,769,469,-5,-5,929,460,9290,4600,8590,4250,-4,-4,-5,-5,-5,-5
6176,19,2,1,-4,-4,648,648,19,858,387,858,389,-4,-4,628,276,448,348,448,348,448,348,448,274,449,274,448,256,448,327,327,448,448,274,449,529,449,529,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6177,697,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,527,365,587,379,588,275,587,276,877,587,-5,-5,587,877,-5,-5,786,420,-5,-5,-4,-4,-5,-5,-5,-5,-5,-5
6178,-4,2,2,-4,-4,-4,769,447,-4,-4,-4,-4,839,447,839,447,839,447,-4,-4,-4,-4,858,319,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6179,-4,2,2,-4,-4,669,669,436,669,437,669,437,-4,-4,769,405,669,437,528,769,527,488,527,799,527,888,297,877,-4,-4,-4,-4,669,19,669,19,838,447,827,830,8290,7700,9990,8300,8290,8300,8290,4230,8290,4740
6180,-4,2,1,-4,-4,69,657,274,-4,-4,-4,-4,69,579,268,689,268,889,527,488,229,783,229,783,-4,-4,-4,-4,69,855,853,69,-4,-4,-4,-4,139,675,267,810,4770,5000,770,6420,3680,7740,3680,7740,3680,7740
6181,-4,2,2,669,912,-4,669,435,757,514,809,425,669,437,678,276,677,276,677,276,669,276,669,436,628,276,838,889,838,748,747,838,669,436,807,376,717,316,699,531,6990,5310,-4,-4,4870,4720,8190,5010,5390,4700
6182,-4,2,1,-4,-4,-4,-4,-4,917,55,917,235,917,229,917,55,917,55,917,55,917,55,917,55,917,213,917,55,917,55,55,917,917,55,917,55,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6183,-4,2,2,-4,-4,-4,-4,-4,628,276,628,276,628,276,628,877,429,378,-5,-5,417,389,417,379,417,379,857,156,417,385,385,417,417,748,417,213,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6184,628,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6185,838,2,2,838,83,838,838,206,838,206,838,206,838,203,838,206,838,206,838,203,838,206,838,206,838,206,838,105,838,105,105,838,838,206,838,206,838,206,819,332,8190,3320,8190,3320,8190,3320,8190,3320,8190,3320
6186,297,2,1,297,694,448,268,453,447,527,447,523,449,55,447,523,447,235,668,523,449,327,447,359,-4,-4,-4,-4,748,277,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6187,-4,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,609,883,297,364,639,453,639,759,849,335,849,356,849,356,849,356,849,356,356,849,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,7580,9140,6380,5510,6380,5510,6380,5510
6188,-4,2,2,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6189,-4,3,2,-4,-4,-4,-4,-4,-4,-4,769,468,769,405,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6190,-4,3,2,769,984,-4,669,436,-4,-4,-4,-4,-4,-4,728,453,669,437,669,436,669,436,848,104,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6191,-4,3,1,-5,-5,-4,69,869,718,453,109,856,109,856,109,856,208,453,69,585,448,527,448,779,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6192,-4,3,2,-4,-4,-4,-4,-4,628,276,449,256,669,444,728,449,-4,-4,669,435,628,276,669,435,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6193,67,2,1,67,415,48,48,617,48,617,48,617,48,889,48,547,68,567,718,16,777,579,777,579,777,453,728,453,718,453,448,887,48,616,48,889,857,453,786,422,7070,6420,7070,6420,7070,6420,7070,6420,7070,6420
6194,-4,2,2,858,394,769,858,164,838,95,838,207,838,95,838,95,838,558,838,207,838,95,838,95,838,95,838,95,838,95,15,838,838,19,838,95,838,95,819,313,8190,3130,8190,3130,8190,3130,8190,350,8190,350
6195,-4,2,2,857,942,-4,-4,-4,839,447,848,447,839,447,839,447,839,446,839,447,839,447,839,447,839,477,839,447,839,427,427,839,839,447,839,447,839,447,827,360,8270,3600,8270,3600,8270,3600,8270,3600,8270,3600
6196,769,2,1,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
6197,-4,2,2,-4,-4,-4,-4,-4,669,438,177,796,199,785,199,785,177,796,199,785,197,779,197,754,197,785,348,888,-4,-4,-3,-4,628,878,167,777,387,777,-5,-5,-5,-5,5380,5620,-4,-4,7690,4220,7690,4220
6198,-4,2,1,-4,-4,-4,-4,-4,-4,-4,937,468,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,777,466,449,777,777,469,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,8470,4020,8470,4020,8470,4020
6199,-4,2,1,807,902,147,728,796,67,865,118,364,737,453,737,883,669,444,669,434,669,434,537,856,557,856,537,769,537,856,856,537,537,783,387,754,539,804,868,913,8680,9130,8680,9130,8680,9130,8680,9130,8680,9130
6200,-4,2,1,418,770,839,839,748,839,748,669,805,669,805,737,883,527,689,328,883,108,889,329,856,329,856,259,877,337,856,856,337,337,856,329,307,329,633,618,914,4260,5620,770,6230,770,6230,770,6230,770,6230
6201,-4,2,1,757,473,478,69,563,259,684,259,777,937,875,-4,-4,259,647,327,364,697,883,697,883,-4,-4,-4,-4,-4,-4,-4,-4,69,579,69,579,-4,-4,77,642,770,6420,770,6420,770,6420,770,6420,8570,4220
6202,609,2,2,609,280,697,609,276,609,274,-5,-5,609,274,657,264,609,276,609,276,858,379,858,315,858,313,858,313,838,313,313,897,897,313,858,313,-4,-4,-4,-4,4970,4720,4970,4720,-4,-4,4970,4720,4970,4720
6203,-4,2,2,917,391,-4,-4,-4,669,438,669,276,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6204,809,2,2,-4,-4,-4,-5,-5,609,274,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,8190,5400,8190,5400,8190,5400,8190,5400
6205,-4,2,2,-4,-4,-4,-4,-4,-4,-4,-5,-5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,787,501,9470,2110,9470,2110,9470,2110,9470,2110,9470,2110
6206,-4,2,2,-4,-4,-4,-4,-4,-4,-4,447,229,878,385,887,308,887,229,878,308,737,385,717,375,737,385,737,308,737,308,-4,-4,-4,-4,708,337,878,385,837,581,8370,5810,8370,5810,9470,5810,9470,5810,7290,5810
6207,-4,2,1,-4,-4,-4,858,486,-4,-4,858,389,858,459,887,379,839,424,839,426,628,877,857,157,857,157,857,138,857,156,156,857,857,156,857,156,857,157,786,232,7860,2310,7860,2310,8560,2720,7860,2320,7860,230
6208,-4,2,2,838,64,838,838,96,838,96,838,69,838,96,677,96,677,96,677,96,677,96,677,96,677,96,677,96,677,96,96,677,677,96,677,96,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6209,-4,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,278,889,-4,-4,858,453,669,436,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,778,468,669,436,868,401,8680,4010,7870,4230,8680,4010,8270,4020,8270,4020
6210,-4,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,838,313,838,335,838,389,838,315,838,315,838,379,838,379,838,315,319,838,-4,-4,838,365,857,313,847,570,8090,2010,8090,2010,8090,2010,8090,2010,8090,2010
6211,-4,2,1,-5,-5,648,838,208,858,203,838,89,848,208,838,203,828,89,828,235,828,203,847,89,848,89,798,15,848,15,15,848,-5,-5,-5,-5,848,84,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6212,-4,2,2,-4,-4,-4,-4,-4,609,274,609,274,-5,-5,609,274,609,274,609,274,609,274,-5,-5,-5,-5,917,348,917,379,379,917,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6213,-4,2,1,857,902,-4,-4,-4,417,804,27,804,27,804,107,804,69,804,-5,-5,-5,-5,-5,-5,838,95,838,235,838,208,208,838,-5,-5,838,208,838,208,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-5,-5
6214,-4,2,2,-4,-4,-4,809,436,669,435,669,437,669,437,669,437,669,437,669,437,669,19,669,436,-5,-5,669,436,669,439,439,669,838,889,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7860,4130,7860,4130,7860,4130
